2014-04-08,64112
2014-04-10,14613
2014-04-16,71481
2014-04-19,52226
2014-04-20,19092
2014-04-25,19787
2014-05-01,59249
2014-05-05,15159
2014-05-08,60212
2014-05-10,14347
2014-05-15,28546
2014-05-20,56229
2014-05-25,66673
2014-05-30,14013
2014-06-05,69043
2014-06-09,19898
2014-06-14,63156
2014-06-19,17310
2014-06-24,69031
2014-06-27,64135
2014-06-29,18841
2014-07-04,67829
2014-07-09,28004
2014-07-15,56764
2014-07-19,18343
2014-07-24,15984
2014-07-28,72073
2014-07-29,18824
2014-08-02,69976
2014-08-03,14081
2014-08-08,22794
2014-08-13,57510
2014-08-19,71676
2014-08-23,15226
2014-08-27,70503
2014-08-28,24134
2014-09-02,25295
2014-09-05,69713
2014-09-07,16886
2014-09-10,54319
2014-09-12,17548
2014-09-17,62377
2014-09-22,56946
2014-09-27,25326
2014-10-02,18218
2014-10-07,15737
2014-10-10,57286
2014-10-12,19790
2014-10-15,65942
2014-10-17,18875
2014-10-21,68546
2014-10-22,15322
2014-10-27,73546
2014-11-01,19117
2014-11-04,62752
2014-11-06,18720
2014-11-11,53079
2014-11-16,14640
2014-11-19,61196
2014-11-21,18798
2014-11-25,72720
2014-11-26,16775
2014-11-30,61156
2014-12-01,14828
2014-12-05,57887
2014-12-06,18701
2014-12-10,73855
2014-12-11,16020
2014-12-16,18320
2014-12-22,67731
2014-12-25,59727
2014-12-26,17912
2014-12-30,59750
2014-12-31,15370
2015-01-05,18070
2015-01-11,65342
2015-01-15,19953
2015-01-20,19450
2015-01-25,65700
2015-01-30,15522
2015-02-04,20498
2015-02-09,67981
2015-02-15,60147
2015-02-20,69923
2015-02-24,18950
2015-02-28,59281
2015-03-01,15686
2015-03-07,68562
2015-03-10,67222
2015-03-11,16423
2015-03-14,62844
2015-03-16,18166
2015-03-22,66031
2015-03-26,18102
2015-03-29,66920
2015-03-31,19206
2015-04-05,66768
2015-04-11,57290
2015-04-15,19742
2015-04-20,51653
2015-04-25,17915
2015-04-29,75072
2015-04-30,18468
2015-05-03,62369
2015-05-05,18242
2015-05-11,57665
2015-05-16,65554
2015-05-21,62286
2015-05-26,64741
2015-05-30,17818
2015-06-04,72663
2015-06-10,71983
2015-06-13,56867
2015-06-14,15352
2015-06-18,75904
2015-06-19,17568
2015-06-22,56993
2015-06-24,16118
2015-06-29,17452
2015-07-03,71005
2015-07-04,14103
2015-07-09,16451
2015-07-12,57202
2015-07-15,66353
2015-07-19,68578
2015-07-24,15081
2015-07-29,68926
2015-08-03,15426
2015-08-06,76872
2015-08-08,25984
2015-08-11,58071
2015-08-13,25223
2015-08-18,17900
2015-08-24,67527
2015-08-28,16620
2015-09-03,67836
2015-09-07,61183
2015-09-13,70341
2015-09-17,70261
2015-09-22,67900
2015-09-25,69124
2015-09-27,14793
2015-10-02,58580
2015-10-07,23259
2015-10-13,70206
2015-10-18,71935
2015-10-23,55802
2015-10-28,56646
2015-11-02,52516
2015-11-05,66358
2015-11-06,18212
2015-11-11,24690
2015-11-14,63600
2015-11-16,21249
2015-11-21,61994
2015-11-26,17243
2015-12-01,15422
2015-12-04,74459
2015-12-06,20565
2015-12-11,65929
2015-12-16,18716
2015-12-22,70393
2015-12-26,20108
2015-12-31,16098
2016-01-05,21278
2016-01-08,71298
2016-01-10,15250
2016-01-15,16362
2016-01-20,18346
2016-01-24,68897
2016-01-25,19361
2016-01-28,73887
2016-01-30,15327
2016-02-05,73790
2016-02-09,69935
2016-02-14,18240
2016-02-20,60595
2016-02-23,60575
2016-02-24,16466
2016-02-28,67900
2016-02-29,20071
2016-03-03,70632
2016-03-05,14072
2016-03-08,71631
2016-03-10,17661
2016-03-15,17648
2016-03-20,55690
2016-03-25,19352
2016-03-29,73894
2016-03-30,24454
2016-04-03,67908
2016-04-04,18004
2016-04-09,17949
2016-04-12,57644
2016-04-14,14877
2016-04-19,15578
2016-04-25,67823
2016-04-29,14340
2016-05-03,70594
2016-05-04,19071
2016-05-09,74287
2016-05-14,19233
2016-05-17,68730
2016-05-19,18694
2016-05-23,72480
2016-05-24,15663
2016-05-30,66563
