2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,0
2017-01-05,0
2017-01-06,1
2017-01-07,2
2017-01-08,3
2017-01-09,0
2017-01-10,0
2017-01-11,0
2017-01-12,1
2017-01-13,0
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,0
2017-01-18,1
2017-01-19,2
2017-01-20,3
2017-01-21,0
2017-01-22,0
2017-01-23,0
2017-01-24,0
2017-01-25,0
2017-01-26,0
2017-01-27,0
2017-01-28,1
2017-01-29,2
2017-01-30,3
2017-01-31,0
2017-02-01,0
2017-02-02,0
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,1
2017-02-07,1
2017-02-08,1
2017-02-09,1
2017-02-10,2
2017-02-11,3
2017-02-12,0
2017-02-13,1
2017-02-14,1
2017-02-15,2
2017-02-16,3
2017-02-17,0
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,0
2017-02-22,0
2017-02-23,0
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,1
2017-02-28,2
2017-03-01,3
2017-03-02,0
2017-03-03,0
2017-03-04,1
2017-03-05,2
2017-03-06,3
2017-03-07,0
2017-03-08,0
2017-03-09,0
2017-03-10,0
2017-03-11,0
2017-03-12,0
2017-03-13,1
2017-03-14,0
2017-03-15,0
2017-03-16,1
2017-03-17,1
2017-03-18,1
2017-03-19,0
2017-03-20,1
2017-03-21,1
2017-03-22,2
2017-03-23,3
2017-03-24,0
2017-03-25,0
2017-03-26,1
2017-03-27,1
2017-03-28,2
