2012-04-06,58570
2012-04-07,17741
2012-04-12,15119
2012-04-15,72572
2012-04-18,60752
2012-04-23,70939
2012-04-27,15823
2012-04-30,78452
2012-05-02,18823
2012-05-07,72238
2012-05-10,70040
2012-05-13,56969
2012-05-18,70693
2012-05-22,16207
2012-05-27,17000
2012-06-01,20825
2012-06-06,18916
2012-06-10,76073
2012-06-11,19363
2012-06-16,78206
2012-06-22,80892
2012-06-26,15366
2012-06-30,76329
2012-07-01,19462
2012-07-06,15886
2012-07-11,18574
2012-07-15,61454
2012-07-16,28070
2012-07-21,23360
2012-07-24,60471
2012-07-27,78373
2012-07-31,15779
2012-08-06,77373
2012-08-11,79925
2012-08-16,71306
2012-08-21,76805
2012-08-25,16989
2012-08-30,59814
2012-09-04,17478
2012-09-09,18701
2012-09-14,16828
2012-09-20,65919
2012-09-24,15960
2012-09-28,79656
2012-09-29,17400
2012-10-02,56481
2012-10-05,66311
2012-10-09,36814
2012-10-14,17158
2012-10-19,17835
2012-10-22,73856
2012-10-25,79979
2012-10-29,26995
2012-11-03,19538
2012-11-08,19418
2012-11-14,62609
2012-11-19,72951
2012-11-22,73562
2012-11-23,14799
2012-11-26,73840
2012-11-28,15181
2012-12-03,63178
2012-12-08,15546
2012-12-13,17091
2012-12-18,20375
2012-12-23,24786
2012-12-28,16822
2012-12-31,62082
2013-01-02,30689
2013-01-07,14280
2013-01-12,75709
2013-01-17,18470
2013-01-22,22149
2013-01-27,53559
2013-02-02,77192
2013-02-06,18699
2013-02-11,24337
2013-02-16,17267
2013-02-21,69550
2013-02-26,19200
2013-03-03,60466
2013-03-08,69306
2013-03-13,63459
2013-03-16,74666
2013-03-18,14588
2013-03-21,56588
2013-03-23,16556
2013-03-26,72052
2013-03-28,15703
2013-04-02,16165
2013-04-06,69239
2013-04-07,19598
2013-04-11,64111
2013-04-12,19343
2013-04-15,58334
2013-04-17,14071
2013-04-20,62305
2013-04-22,15290
2013-04-27,19616
2013-05-02,64191
2013-05-06,54234
2013-05-07,17401
2013-05-12,15038
2013-05-17,70773
2013-05-22,15102
2013-05-26,79664
2013-05-27,15764
2013-06-01,16313
2013-06-06,14132
2013-06-10,59558
2013-06-11,19438
2013-06-14,61260
2013-06-16,16184
2013-06-21,18532
2013-06-26,66881
2013-07-01,19025
2013-07-06,58863
2013-07-11,23388
2013-07-15,60489
2013-07-16,19038
2013-07-19,61782
2013-07-21,16680
2013-07-26,33812
2013-07-31,15834
2013-08-05,19199
2013-08-09,70610
2013-08-10,30199
2013-08-15,69227
2013-08-20,19876
2013-08-24,84499
2013-08-25,19608
2013-08-30,17448
2013-09-02,78140
2013-09-04,17600
2013-09-07,64927
2013-09-09,17751
2013-09-14,23325
2013-09-19,17831
2013-09-24,25475
2013-09-28,86289
2013-09-29,31108
2013-10-02,72357
2013-10-04,14953
2013-10-09,19021
2013-10-14,16605
2013-10-18,69317
2013-10-19,16712
2013-10-24,31993
2013-10-27,55400
2013-10-29,15630
2013-11-03,19238
2013-11-09,67821
2013-11-13,15810
2013-11-18,85361
2013-11-24,66135
2013-11-27,78978
2013-11-28,25318
2013-12-01,76539
2013-12-04,56061
2013-12-08,17569
2013-12-12,65113
2013-12-13,19664
2013-12-18,15292
2013-12-21,64562
2013-12-23,19746
2013-12-28,65177
2014-01-02,18170
2014-01-07,18980
2014-01-12,24787
2014-01-17,18213
2014-01-21,57127
2014-01-22,17774
2014-01-27,17887
2014-02-01,15027
2014-02-06,64073
2014-02-11,19148
2014-02-16,16837
2014-02-20,78773
2014-02-21,14105
2014-02-26,76735
2014-03-03,19945
2014-03-08,20742
2014-03-11,69046
2014-03-13,18900
2014-03-17,60263
2014-03-18,17904
2014-03-21,64766
2014-03-23,14917
2014-03-26,74371
2014-03-29,72392
2014-04-02,18645
2014-04-06,66334
2014-04-07,29842
2014-04-12,18835
2014-04-17,18720
2014-04-22,14602
2014-04-27,72346
2014-05-02,18337
2014-05-06,63911
2014-05-07,16340
2014-05-12,61085
2014-05-16,55966
2014-05-17,14796
2014-05-21,70014
2014-05-22,17645
2014-05-27,15103
2014-05-30,63794
2014-06-01,17704
2014-06-05,61704
2014-06-06,14638
2014-06-10,73736
2014-06-11,32975
2014-06-16,67050
2014-06-21,23527
2014-06-25,58339
2014-06-26,20314
2014-06-29,71092
2014-07-01,21138
2014-07-06,69319
2014-07-11,19598
2014-07-16,75074
2014-07-21,28575
2014-07-26,19984
2014-08-01,56513
2014-08-06,71984
2014-08-09,72656
2014-08-10,19257
2014-08-13,63963
2014-08-15,22336
2014-08-21,82189
2014-08-25,14931
2014-08-28,74658
2014-08-30,19248
2014-09-04,14234
2014-09-07,78734
2014-09-09,18301
2014-09-12,69012
2014-09-14,22222
2014-09-17,68060
2014-09-19,14780
2014-09-22,68654
2014-09-25,68798
2014-09-29,18126
2014-10-05,67436
2014-10-09,18882
2014-10-13,56521
2014-10-14,15595
2014-10-18,76991
2014-10-19,23021
2014-10-24,16702
2014-10-29,14336
2014-11-03,19727
2014-11-08,17094
2014-11-14,79493
2014-11-19,56002
2014-11-23,19436
2014-11-26,72744
2014-11-28,16690
2014-12-03,18745
2014-12-06,68642
2014-12-08,33136
2014-12-11,55870
2014-12-13,16204
2014-12-16,81575
2014-12-18,17822
2014-12-22,53352
2014-12-23,16392
2014-12-29,68362
2015-01-03,56009
2015-01-07,35063
2015-01-11,81582
2015-01-12,14124
2015-01-15,65156
2015-01-17,14024
2015-01-22,17632
2015-01-26,56874
2015-01-27,15555
2015-02-01,16113
2015-02-05,73746
2015-02-06,15786
2015-02-09,66975
2015-02-11,16219
2015-02-15,62141
2015-02-16,17828
2015-02-20,75809
2015-02-21,17710
2015-02-26,15647
2015-03-02,62737
2015-03-03,16779
2015-03-08,17922
2015-03-11,67029
2015-03-13,17618
2015-03-18,29510
2015-03-21,63566
2015-03-23,14607
2015-03-28,19243
2015-04-02,16801
2015-04-06,60196
2015-04-07,24605
2015-04-12,83018
2015-04-17,21197
2015-04-21,65914
2015-04-22,14102
2015-04-28,84962
2015-05-02,17431
2015-05-07,16700
2015-05-13,77058
2015-05-17,62231
2015-05-22,15661
2015-05-27,18648
2015-06-02,86251
2015-06-06,27656
2015-06-11,62723
2015-06-16,17925
2015-06-21,15272
2015-06-26,28872
2015-07-01,32634
2015-07-05,77794
2015-07-06,19900
2015-07-11,15517
2015-07-17,60680
2015-07-22,69482
2015-07-26,29241
2015-07-31,18203
2015-08-04,70569
2015-08-05,26495
2015-08-10,14614
2015-08-15,19544
2015-08-20,25607
2015-08-24,73373
2015-08-25,17384
2015-08-31,73010
2015-09-04,18901
2015-09-07,67265
2015-09-09,15181
2015-09-14,14032
2015-09-19,61014
2015-09-24,61750
2015-09-28,80576
2015-09-29,15025
2015-10-04,15738
2015-10-08,69144
2015-10-09,19291
2015-10-15,66216
2015-10-19,71515
2015-10-23,77875
2015-10-24,18275
2015-10-27,76548
2015-10-29,17087
2015-11-02,72864
2015-11-03,18662
2015-11-06,74960
2015-11-08,16604
2015-11-11,70980
2015-11-14,61797
2015-11-18,24270
2015-11-23,18975
2015-11-28,14375
2015-12-03,24070
2015-12-08,17336
2015-12-13,17190
2015-12-18,19498
2015-12-23,18215
2015-12-27,70386
2015-12-28,17153
2015-12-31,72631
2016-01-02,14801
2016-01-07,15323
2016-01-11,69817
2016-01-12,19253
2016-01-16,84990
2016-01-17,17491
2016-01-22,18571
2016-01-27,59392
2016-02-01,19356
2016-02-06,26457
2016-02-11,15134
2016-02-16,17093
2016-02-21,15047
2016-02-25,58158
2016-02-26,17211
2016-03-02,18443
2016-03-07,22438
2016-03-12,15446
2016-03-15,76134
2016-03-17,18052
2016-03-22,19834
2016-03-27,16317
2016-04-01,18804
2016-04-05,72546
2016-04-06,19408
2016-04-11,16333
2016-04-17,82779
2016-04-21,17432
2016-04-24,63884
2016-04-26,24131
2016-04-29,70693
2016-05-01,24262
2016-05-04,77701
2016-05-06,15137
2016-05-11,64175
2016-05-16,17455
2016-05-22,73019
2016-05-26,14224
2016-05-31,19143
2016-06-05,19799
2016-06-08,72971
2016-06-10,31856
2016-06-15,14091
2016-06-20,17627
2016-06-24,60866
2016-06-25,20710
2016-06-30,18189
2016-07-05,15102
2016-07-10,14088
2016-07-15,17619
2016-07-20,19286
2016-07-25,35493
2016-07-28,75473
2016-07-31,74144
2016-08-03,56281
2016-08-04,28506
2016-08-09,69662
2016-08-14,19991
2016-08-17,80147
2016-08-19,16054
2016-08-23,78352
2016-08-24,14350
2016-08-27,78913
2016-08-30,62768
2016-09-03,14362
2016-09-08,14697
2016-09-13,18355
2016-09-18,54795
2016-09-21,69785
2016-09-23,18626
2016-09-26,57699
2016-09-28,19728
2016-10-03,15939
2016-10-08,17077
2016-10-13,17261
2016-10-19,64383
2016-10-23,24616
2016-10-27,59875
2016-10-28,17195
2016-11-03,74046
2016-11-07,69324
2016-11-12,17198
2016-11-17,18256
2016-11-22,17392
2016-11-27,15515
2016-12-02,17663
2016-12-06,74187
2016-12-07,14492
2016-12-13,77931
2016-12-18,71990
2016-12-22,19120
2016-12-27,17740
2016-12-30,65302
2017-01-01,21902
2017-01-06,16399
2017-01-11,19121
2017-01-16,14579
2017-01-20,64498
2017-01-21,16233
2017-01-24,71636
2017-01-26,14478
2017-01-31,24022
2017-02-03,62711
2017-02-05,14807
2017-02-10,19520
2017-02-14,76014
2017-02-15,27428
2017-02-18,61490
2017-02-20,14991
2017-02-25,14618
2017-02-28,66829
2017-03-03,66147
2017-03-07,19447
2017-03-12,14843
2017-03-17,19389
2017-03-22,17373
2017-03-28,74876
2017-04-01,17658
