2016-12-05 04:24:52,32000000,70,0
2016-12-05 04:24:52,33000000,80,0
2016-12-05 04:24:52,34000000,68,0
2016-12-05 04:24:52,41000000,57,0
2016-12-05 04:24:52,42000000,90,0
2016-12-05 04:24:52,43000000,69,0
2016-12-05 04:24:52,44000000,83,0
2016-12-05 04:24:52,51000000,76,0
2016-12-05 04:24:52,52000000,78,0
2016-12-05 04:24:52,53000000,66,0
2016-12-05 04:24:52,54000000,65,0
2016-12-05 04:24:52,61000000,80,0
2016-12-05 04:24:52,62000000,62,0
2016-12-05 04:24:52,63000000,70,0
2016-12-05 04:24:52,64000000,55,0
2016-12-05 04:24:52,71000000,70,0
2016-12-05 04:24:52,72000000,85,0
2016-12-05 04:24:52,73000000,85,0
2016-12-05 04:24:52,74000000,88,0
2016-12-05 04:24:52,81000000,56,0
2016-12-05 04:24:52,82000000,91,0
2016-12-05 04:24:52,83000000,84,0
2016-12-05 04:24:52,84000000,61,0
2016-12-05 04:24:52,91000000,90,0
2016-12-05 04:24:52,92000000,98,0
2016-12-05 04:24:52,93000000,64,0
2016-12-05 04:24:52,94000000,55,0
2016-12-05 04:25:52,11000000,89,0
2016-12-05 04:25:52,12000000,83,0
2016-12-05 04:25:52,13000000,61,0
2016-12-05 04:25:52,14000000,63,0
2016-12-05 04:25:52,21000000,88,0
2016-12-05 04:25:52,22000000,96,0
2016-12-05 04:25:52,23000000,81,0
2016-12-05 04:25:52,24000000,70,0
2016-12-05 04:25:52,31000000,83,0
2016-12-05 04:25:52,32000000,59,0
2016-12-05 04:25:52,33000000,56,0
2016-12-05 04:25:52,34000000,80,0
2016-12-05 04:25:52,41000000,77,0
2016-12-05 04:25:52,42000000,60,0
2016-12-05 04:25:52,43000000,77,0
2016-12-05 04:25:52,44000000,80,0
2016-12-05 04:25:52,51000000,65,0
2016-12-05 04:25:52,52000000,66,0
2016-12-05 04:25:52,53000000,69,0
2016-12-05 04:25:52,54000000,82,0
2016-12-05 04:25:52,61000000,67,0
2016-12-05 04:25:52,62000000,76,0
2016-12-05 04:25:52,63000000,81,0
2016-12-05 04:25:52,64000000,53,0
2016-12-05 04:25:52,71000000,60,0
2016-12-05 04:25:52,72000000,81,0
2016-12-05 04:25:52,73000000,93,0
2016-12-05 04:25:52,74000000,95,0
2016-12-05 04:25:52,81000000,91,0
2016-12-05 04:25:52,82000000,53,0
2016-12-05 04:25:52,83000000,77,0
2016-12-05 04:25:52,84000000,69,0
2016-12-05 04:25:52,91000000,93,0
2016-12-05 04:25:52,92000000,89,0
2016-12-05 04:25:52,93000000,86,0
2016-12-05 04:25:52,94000000,56,0
2016-12-05 04:26:52,11000000,94,0
2016-12-05 04:26:52,12000000,55,0
2016-12-05 04:26:52,13000000,55,0
2016-12-05 04:26:52,14000000,87,0
2016-12-05 04:26:52,21000000,83,0
2016-12-05 04:26:52,22000000,59,0
2016-12-05 04:26:52,23000000,87,0
2016-12-05 04:26:52,24000000,62,0
2016-12-05 04:26:52,31000000,54,0
2016-12-05 04:26:52,32000000,91,0
2016-12-05 04:26:52,33000000,95,0
2016-12-05 04:26:52,34000000,59,0
